Local time,Ask,Bid,AskVolume,BidVolume
06.06.2022 04:02:01.709 GMT+0200,12.004000000000001,11.975999999999999,0.018,0.018
06.06.2022 04:03:31.166 GMT+0200,12.013,11.997,0.018,0.018
06.06.2022 04:03:32.165 GMT+0200,12.043,11.997,0.018,0.018
06.06.2022 04:03:47.875 GMT+0200,12.023,12.007000000000001,0.018,0.018
06.06.2022 04:03:51.687 GMT+0200,12.024000000000001,11.995999999999999,0.018,0.018
06.06.2022 04:04:36.723 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 04:05:06.919 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 04:05:28.154 GMT+0200,12.034,12.016,0.018,0.018
06.06.2022 04:05:36.402 GMT+0200,12.044,12.016,0.018,0.018
06.06.2022 04:05:49.212 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 04:05:50.214 GMT+0200,12.043,12.017000000000001,0.018,0.018
06.06.2022 04:05:58.676 GMT+0200,12.033,12.017000000000001,0.018,0.018
06.06.2022 04:06:01.211 GMT+0200,12.044,12.016,0.018,0.018
06.06.2022 04:06:27.220 GMT+0200,12.054000000000002,12.036,0.018,0.018
06.06.2022 04:06:28.229 GMT+0200,12.063,12.037,0.018,0.018
06.06.2022 04:06:47.399 GMT+0200,12.054000000000002,12.036,0.018,0.018
06.06.2022 04:06:48.392 GMT+0200,12.064000000000002,12.036,0.018,0.018
06.06.2022 04:06:49.392 GMT+0200,12.052999999999999,12.037,0.018,0.018
06.06.2022 04:06:57.545 GMT+0200,12.063,12.037,0.018,0.018
06.06.2022 04:06:58.546 GMT+0200,12.054000000000002,12.036,0.018,0.018
06.06.2022 04:07:23.866 GMT+0200,12.064000000000002,12.036,0.018,0.018
06.06.2022 04:07:39.228 GMT+0200,12.052999999999999,12.037,0.018,0.018
06.06.2022 04:07:57.387 GMT+0200,12.064000000000002,12.036,0.018,0.018
06.06.2022 04:07:58.385 GMT+0200,12.052999999999999,12.037,0.018,0.018
06.06.2022 04:08:08.164 GMT+0200,12.064000000000002,12.036,0.018,0.018
06.06.2022 04:08:39.222 GMT+0200,12.083,12.057,0.018,0.018
06.06.2022 04:09:20.786 GMT+0200,12.104000000000001,12.075999999999999,0.018,0.018
06.06.2022 04:09:21.738 GMT+0200,12.094000000000001,12.075999999999999,0.018,0.018
06.06.2022 04:09:22.736 GMT+0200,12.103,12.077,0.018,0.018
06.06.2022 04:09:30.870 GMT+0200,12.123,12.097000000000001,0.018,0.018
06.06.2022 04:09:31.214 GMT+0200,12.104000000000001,12.085999999999999,0.018,0.018
06.06.2022 04:09:32.214 GMT+0200,12.123,12.077,0.018,0.018
06.06.2022 04:09:32.741 GMT+0200,12.113,12.097000000000001,0.018,0.018
06.06.2022 04:09:43.405 GMT+0200,12.123,12.077,0.018,0.018
06.06.2022 04:09:44.664 GMT+0200,12.103,12.087000000000002,0.018,0.018
06.06.2022 04:09:45.675 GMT+0200,12.104000000000001,12.075999999999999,0.018,0.018
06.06.2022 04:10:20.824 GMT+0200,12.103,12.087000000000002,0.018,0.018
06.06.2022 04:10:30.283 GMT+0200,12.104000000000001,12.075999999999999,0.018,0.018
06.06.2022 04:11:11.875 GMT+0200,12.083,12.067,0.018,0.018
06.06.2022 04:11:12.869 GMT+0200,12.083,12.057,0.018,0.018
06.06.2022 04:11:15.606 GMT+0200,12.084000000000001,12.065999999999999,0.018,0.018
06.06.2022 04:11:26.420 GMT+0200,12.083,12.057,0.018,0.018
06.06.2022 04:12:13.583 GMT+0200,12.083,12.067,0.018,0.018
